type,query,result,source_num,count-example,down_links,count-example-num,time,holds_policies,holds_not_policies,unknown_policies
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$|^amsterdam$|^brussels$;FinalNodeRegex:milan;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,wrong,3.0,"['amsterdam', 'brussels']","[""('milan', 'zurich')"", ""('zurich', 'roma')"", ""('vienna', 'frankfurt')""]",2.0,0.44684672355651855,43,2313,16
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$;FinalNodeRegex:milan;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,correct,1.0,,,0.0,4.103005886077881,44,2313,15
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$|^amsterdam$|^brussels$;FinalNodeRegex:zurich;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,wrong,3.0,['brussels'],"[""('geneva', 'basel')"", ""('zurich', 'frankfurt')"", ""('frankfurt', 'warsaw')""]",1.0,0.4979712963104248,44,2314,14
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$|^amsterdam$;FinalNodeRegex:zurich;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,wrong,2.0,['amsterdam'],"[""('paris', 'brussels')"", ""('zurich', 'frankfurt')"", ""('vienna', 'frankfurt')""]",1.0,0.6097073554992676,44,2315,13
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$;FinalNodeRegex:zurich;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,correct,1.0,,,0.0,3.784799337387085,45,2315,12
waypoint,Type:waypoint;IngressNodeRegex:^amsterdam$|^zurich$|^brussels$|^geneva$|^paris$|^milan$;FinalNodeRegex:frankfurt;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,correct,6.0,,,0.0,7.766673564910889,51,2315,6
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$|^zurich$;FinalNodeRegex:brussels;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,wrong,2.0,['zurich'],"[""('milan', 'zurich')"", ""('frankfurt', 'amsterdam')"", ""('frankfurt', 'brussels')""]",1.0,0.5502462387084961,51,2316,5
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$;FinalNodeRegex:brussels;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,correct,1.0,,,0.0,3.2305939197540283,52,2316,4
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$|^amsterdam$;FinalNodeRegex:geneva;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,wrong,2.0,['amsterdam'],"[""('lyon', 'marseille')"", ""('geneva', 'zurich')"", ""('geneva', 'paris')""]",1.0,0.5351479053497314,52,2317,3
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$;FinalNodeRegex:geneva;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,correct,1.0,,,0.0,5.194013357162476,53,2317,2
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$|^zurich$;FinalNodeRegex:paris;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,wrong,2.0,['zurich'],"[""('lyon', 'paris')"", ""('zurich', 'frankfurt')"", ""('frankfurt', 'amsterdam')""]",1.0,0.7164301872253418,53,2318,1
waypoint,Type:waypoint;IngressNodeRegex:^frankfurt$;FinalNodeRegex:paris;FinalIfaceRegex:FastEthernet0/0;Negate:False;MaxFailures:3;Environment:;Waypoints:frankfurt;,correct,1.0,,,0.0,6.011258125305176,54,2318,0
